,ID,INDEX
919,39113,919
920,39114,920
921,39115,921
922,39116,922
923,39117,923
924,39118,924
925,39119,925
926,39201,926
927,39202,927
928,39203,928
929,39204,929
930,39205,930
931,39206,931
932,39207,932
933,39208,933
934,39209,934
935,39210,935
936,39211,936
937,39212,937
938,39213,938
939,39214,939
940,39215,940
941,39216,941
942,39217,942
943,39218,943
944,39219,944
945,40301,945
946,40302,946
947,40401,947
948,40402,948
949,41101,949
950,41102,950
951,41103,951
952,41201,952
953,41202,953
954,41203,954
955,42101,955
956,42102,956
957,42103,957
958,42104,958
959,42105,959
960,42106,960
961,42201,961
962,42202,962
963,42203,963
964,42204,964
965,42205,965
966,42206,966
967,43101,967
968,43102,968
969,43103,969
970,43201,970
971,43202,971
972,43203,972
973,44101,973
974,44201,974
975,45301,975
976,45401,976
977,46301,977
978,46401,978
979,47301,979
980,47302,980
981,47303,981
982,47401,982
983,47402,983
984,47403,984
985,48301,985
986,48401,986
987,49301,987
988,49401,988
989,50101,989
990,50102,990
991,50103,991
992,50104,992
993,50201,993
994,50202,994
995,50203,995
996,50204,996
997,51101,997
998,51102,998
999,51103,999
1000,51104,1000
1001,51105,1001
1002,51106,1002
1003,51201,1003
1004,51202,1004
1005,51203,1005
1006,51204,1006
1007,51205,1007
1008,51206,1008
1009,52301,1009
1010,52401,1010
1011,53301,1011
1012,53401,1012
1013,54301,1013
1014,54401,1014
1015,55301,1015
1016,55401,1016
1017,56101,1017
1018,56201,1018
1019,57301,1019
1020,57302,1020
1021,57401,1021
1022,57402,1022
1023,58301,1023
1024,58302,1024
1025,58401,1025
1026,58402,1026
1027,59301,1027
1028,59302,1028
1029,59401,1029
1030,59402,1030
1031,60301,1031
1032,60401,1032
1033,61101,1033
1034,61201,1034
1035,62301,1035
1036,62302,1036
1037,62303,1037
1038,62304,1038
1039,62401,1039
1040,62402,1040
1041,62403,1041
1042,62404,1042
1043,63301,1043
1044,63401,1044
1045,64102,1045
1046,64201,1046
1047,64202,1047
1048,65101,1048
1049,65201,1049
1050,66301,1050
1051,66401,1051
1052,67301,1052
1053,67302,1053
1054,67401,1054
1055,67402,1055
1056,68301,1056
1057,68401,1057
1058,69301,1058
1059,69401,1059
1060,71101,1060
1061,71201,1061
1062,73301,1062
1063,73302,1063
1064,73303,1064
1065,73304,1065
1066,73305,1066
1067,73401,1067
1068,73402,1068
1069,73403,1069
1070,73404,1070
1071,73405,1071
1072,74102,1072
1073,74103,1073
1074,74104,1074
1075,74105,1075
1076,74201,1076
1077,74202,1077
1078,74203,1078
1079,74204,1079
1080,75101,1080
1081,75102,1081
1082,75201,1082
1083,75202,1083
1084,76101,1084
1085,76102,1085
1086,76201,1086
1087,76202,1087
1088,77101,1088
1089,77201,1089
1090,78101,1090
1091,78102,1091
1092,78201,1092
1093,78202,1093
1094,79301,1094
1095,79302,1095
1096,79401,1096
1097,79402,1097
1098,80101,1098
1099,80201,1099
1100,81101,1100
1101,81102,1101
1102,81201,1102
1103,81202,1103
1104,82101,1104
1105,82102,1105
1106,82103,1106
1107,82104,1107
1108,82105,1108
1109,82106,1109
1110,82201,1110
1111,82202,1111
1112,82203,1112
1113,82204,1113
1114,82205,1114
1115,82206,1115
1116,83101,1116
1117,83102,1117
1118,83103,1118
1119,83104,1119
1120,83105,1120
1121,83201,1121
1122,83202,1122
1123,83203,1123
1124,83204,1124
1125,83205,1125
1126,84101,1126
1127,84102,1127
1128,84103,1128
1129,84104,1129
1130,84105,1130
1131,84106,1131
1132,84201,1132
1133,84202,1133
1134,84203,1134
1135,84204,1135
1136,84205,1136
1137,84206,1137
1138,85101,1138
1139,85102,1139
1140,85201,1140
1141,85202,1141
1142,86101,1142
1143,86102,1143
1144,86103,1144
1145,86104,1145
1146,86105,1146
1147,86106,1147
1148,86107,1148
1149,86108,1149
1150,86109,1150
1151,86110,1151
1152,86111,1152
1153,86112,1153
1154,86113,1154
1155,86114,1155
1156,86115,1156
1157,86116,1157
1158,86117,1158
1159,86118,1159
1160,86119,1160
1161,86120,1161
1162,86121,1162
1163,86201,1163
1164,86202,1164
1165,86203,1165
1166,86204,1166
1167,86205,1167
1168,86206,1168
1169,86207,1169
1170,86208,1170
1171,86209,1171
1172,86210,1172
1173,86211,1173
1174,86212,1174
1175,86213,1175
1176,86214,1176
1177,86215,1177
1178,86216,1178
1179,86217,1179
1180,86218,1180
1181,86219,1181
1182,86220,1182
1183,86221,1183
1184,87301,1184
1185,87302,1185
1186,87401,1186
1187,87402,1187
1188,88301,1188
1189,88401,1189
1190,89101,1190
1191,89102,1191
1192,89103,1192
1193,89104,1193
1194,89201,1194
1195,89202,1195
1196,89203,1196
1197,89204,1197
1198,90301,1198
1199,90302,1199
1200,90401,1200
1201,90402,1201
1202,91301,1202
1203,91302,1203
1204,91303,1204
1205,91401,1205
1206,91402,1206
1207,91403,1207
1208,92301,1208
1209,92302,1209
1210,92401,1210
1211,92402,1211
1212,93301,1212
1213,93401,1213
1214,95101,1214
1215,95102,1215
1216,95201,1216
1217,95202,1217
1218,96301,1218
1219,96401,1219
1220,97301,1220
1221,97401,1221
1222,99301,1222
1223,99401,1223
1224,100301,1224
1225,100302,1225
1226,100401,1226
1227,100402,1227
1228,101101,1228
1229,101201,1229
1230,102101,1230
1231,102201,1231
1232,103101,1232
1233,103102,1233
1234,103201,1234
1235,103202,1235
1236,104101,1236
1237,104102,1237
1238,104201,1238
1239,104202,1239
1240,105101,1240
1241,105201,1241
1242,106101,1242
1243,106201,1243
1244,107101,1244
1245,107102,1245
1246,107201,1246
1247,107202,1247
1248,108101,1248
1249,108201,1249
1250,109301,1250
1251,109401,1251
1252,110301,1252
1253,110302,1253
1254,110303,1254
1255,110401,1255
1256,110402,1256
1257,110403,1257
1258,111101,1258
1259,111102,1259
1260,111103,1260
1261,111201,1261
1262,111202,1262
1263,111203,1263
1264,112301,1264
1265,112401,1265
1266,113301,1266
1267,113401,1267
1268,114101,1268
1269,114201,1269
1270,115301,1270
1271,115302,1271
1272,115401,1272
1273,115402,1273
1274,116301,1274
1275,116401,1275
1276,117301,1276
1277,117401,1277
1278,118101,1278
1279,118102,1279
1280,118201,1280
1281,119101,1281
1282,119201,1282
1283,120101,1283
1284,120102,1284
1285,120201,1285
1286,120202,1286
1287,121301,1287
1288,121302,1288
1289,121401,1289
1290,121402,1290
1291,123101,1291
1292,123201,1292
1293,125101,1293
1294,125102,1294
1295,125103,1295
1296,125104,1296
1297,125105,1297
1298,125106,1298
1299,125107,1299
1300,125201,1300
1301,125202,1301
1302,125203,1302
1303,125204,1303
1304,125205,1304
1305,125206,1305
1306,125207,1306
1307,126301,1307
1308,126401,1308
1309,127101,1309
1310,127201,1310
1311,128101,1311
1312,129101,1312
1313,129102,1313
1314,129103,1314
1315,129201,1315
1316,129202,1316
1317,129203,1317
1318,130301,1318
1319,130302,1319
1320,130303,1320
1321,130304,1321
1322,130305,1322
1323,130306,1323
1324,130307,1324
1325,130308,1325
1326,130401,1326
1327,130402,1327
1328,130403,1328
1329,130404,1329
1330,130405,1330
1331,130406,1331
1332,130407,1332
1333,130408,1333
1334,131101,1334
1335,131102,1335
1336,131103,1336
1337,131104,1337
1338,131201,1338
1339,131202,1339
1340,131203,1340
1341,131204,1341
1342,132101,1342
1343,132102,1343
1344,132103,1344
1345,132104,1345
1346,132105,1346
1347,132106,1347
1348,132107,1348
1349,132201,1349
1350,132202,1350
1351,132203,1351
1352,132204,1352
1353,132205,1353
1354,132206,1354
1355,132207,1355
1356,133301,1356
1357,133302,1357
1358,133303,1358
1359,133304,1359
1360,133305,1360
1361,133306,1361
1362,133307,1362
1363,133308,1363
1364,133309,1364
1365,133310,1365
1366,133311,1366
1367,133312,1367
1368,133313,1368
1369,133314,1369
1370,133315,1370
1371,133316,1371
1372,133317,1372
1373,133318,1373
1374,133401,1374
1375,133402,1375
1376,133403,1376
1377,133404,1377
1378,133405,1378
1379,133406,1379
1380,133407,1380
1381,133408,1381
1382,133409,1382
1383,133410,1383
1384,133411,1384
1385,133412,1385
1386,133413,1386
1387,133414,1387
1388,133415,1388
1389,133416,1389
1390,133417,1390
1391,133418,1391
1392,134301,1392
1393,134302,1393
1394,134303,1394
1395,134304,1395
1396,134401,1396
1397,134402,1397
1398,134403,1398
1399,134404,1399
1400,136301,1400
1401,136302,1401
1402,136303,1402
1403,136304,1403
1404,136401,1404
1405,136402,1405
1406,136403,1406
1407,136404,1407
1408,138101,1408
1409,138102,1409
1410,138103,1410
1411,138104,1411
1412,138201,1412
1413,138202,1413
1414,138203,1414
1415,138204,1415
1416,139101,1416
1417,139102,1417
1418,139103,1418
1419,139201,1419
1420,139202,1420
1421,139203,1421
1422,140101,1422
1423,140102,1423
1424,140103,1424
1425,140104,1425
1426,140105,1426
1427,140106,1427
1428,140107,1428
1429,140108,1429
1430,140201,1430
1431,140202,1431
1432,140203,1432
1433,595401,1433
1434,596101,1434
1435,596201,1435
1436,597301,1436
1437,597302,1437
1438,597401,1438
1439,597402,1439
1440,598101,1440
1441,598102,1441
1442,598201,1442
1443,598202,1443
1444,599301,1444
1445,599401,1445
1446,600301,1446
1447,600302,1447
1448,600401,1448
1449,600402,1449
1450,601301,1450
1451,601401,1451
1452,602301,1452
1453,602302,1453
1454,602401,1454
1455,602402,1455
1456,603301,1456
1457,603401,1457
1458,604301,1458
1459,604401,1459
1460,606101,1460
1461,606201,1461
1462,607301,1462
1463,607302,1463
1464,607303,1464
1465,607304,1465
1466,607401,1466
1467,607402,1467
1468,607403,1468
1469,607404,1469
1470,608301,1470
1471,608401,1471
1472,609301,1472
1473,609302,1473
1474,609401,1474
1475,609402,1475
1476,610101,1476
1477,610102,1477
1478,610103,1478
1479,610104,1479
1480,610105,1480
1481,610106,1481
1482,610201,1482
1483,610202,1483
1484,610203,1484
1485,610204,1485
1486,610205,1486
1487,610206,1487
1488,611102,1488
1489,611103,1489
1490,611104,1490
1491,611105,1491
1492,611106,1492
1493,611201,1493
1494,611202,1494
1495,611203,1495
1496,611204,1496
1497,611205,1497
1498,612101,1498
1499,612102,1499
1500,612103,1500
1501,612104,1501
1502,612105,1502
1503,612106,1503
1504,612201,1504
1505,612202,1505
1506,612203,1506
1507,612204,1507
1508,612205,1508
1509,612206,1509
1510,613101,1510
1511,613102,1511
1512,613103,1512
1513,613104,1513
1514,613105,1514
1515,613106,1515
1516,613107,1516
1517,613201,1517
1518,613202,1518
1519,613203,1519
1520,613204,1520
1521,613205,1521
1522,613206,1522
1523,613207,1523
1524,615301,1524
1525,615302,1525
1526,615303,1526
1527,615304,1527
1528,615305,1528
1529,615306,1529
1530,615307,1530
1531,615308,1531
1532,615309,1532
1533,615310,1533
1534,615311,1534
1535,615312,1535
1536,615313,1536
1537,615314,1537
1538,615315,1538
1539,615316,1539
1540,615401,1540
1541,615402,1541
1542,615403,1542
1543,615404,1543
1544,615405,1544
1545,615406,1545
1546,615407,1546
1547,615408,1547
1548,615409,1548
1549,615410,1549
1550,615411,1550
1551,615412,1551
1552,615413,1552
1553,615414,1553
1554,615415,1554
1555,615416,1555
1556,616301,1556
1557,616401,1557
1558,617301,1558
1559,617401,1559
1560,619301,1560
1561,619302,1561
1562,619401,1562
1563,619402,1563
1564,620301,1564
1565,620302,1565
1566,620303,1566
1567,620304,1567
1568,620401,1568
1569,620402,1569
1570,620403,1570
1571,620404,1571
1572,622301,1572
1573,622401,1573
1574,624101,1574
1575,624201,1575
1576,626101,1576
1577,626102,1577
1578,626201,1578
1579,626202,1579
1580,627301,1580
1581,627401,1581
1582,628101,1582
1583,628201,1583
1584,629101,1584
1585,629201,1585
1586,630101,1586
1587,630201,1587
1588,631301,1588
1589,631401,1589
1590,632301,1590
1591,632401,1591
1592,633301,1592
1593,633401,1593
1594,634301,1594
1595,634401,1595
1596,635301,1596
1597,635401,1597
1598,636101,1598
1599,636201,1599
1600,637301,1600
1601,637401,1601
1602,638301,1602
1603,638401,1603
1604,640101,1604
1605,640102,1605
1606,640103,1606
1607,640201,1607
1608,640202,1608
1609,640203,1609
1610,641101,1610
1611,641102,1611
1612,641103,1612
1613,641104,1613
1614,641201,1614
1615,641202,1615
1616,641203,1616
1617,641204,1617
1618,642301,1618
1619,642401,1619
1620,646301,1620
1621,646401,1621
1622,648301,1622
1623,648401,1623
1624,649101,1624
1625,649201,1625
1626,650101,1626
1627,650201,1627
1628,651301,1628
1629,651401,1629
1630,652301,1630
1631,652401,1631
1632,655301,1632
1633,655302,1633
1634,655303,1634
1635,655401,1635
1636,655402,1636
1637,655403,1637
1638,657301,1638
1639,657401,1639
1640,658301,1640
1641,658401,1641
1642,659101,1642
1643,659102,1643
1644,659201,1644
1645,659202,1645
1646,660301,1646
1647,660302,1647
1648,660303,1648
1649,660402,1649
1650,660403,1650
1651,660404,1651
1652,661301,1652
1653,661401,1653
1654,662301,1654
1655,662302,1655
1656,662303,1656
1657,662304,1657
1658,662401,1658
1659,662402,1659
1660,662403,1660
1661,662404,1661
1662,663101,1662
1663,663201,1663
1664,664101,1664
1665,664201,1665
1666,665301,1666
1667,665401,1667
1668,666301,1668
1669,666302,1669
1670,666303,1670
1671,666304,1671
1672,666401,1672
1673,666402,1673
1674,666403,1674
1675,666404,1675
1676,667101,1676
1677,667102,1677
1678,667103,1678
1679,667104,1679
1680,667201,1680
1681,667202,1681
1682,667203,1682
1683,667204,1683
1684,668101,1684
1685,668102,1685
1686,668201,1686
1687,668202,1687
1688,669301,1688
1689,669302,1689
1690,669303,1690
1691,669304,1691
1692,669401,1692
1693,669402,1693
1694,669403,1694
1695,669404,1695
1696,670101,1696
1697,670102,1697
1698,670201,1698
1699,670202,1699
1700,671101,1700
1701,671102,1701
1702,671103,1702
1703,671104,1703
1704,671105,1704
1705,671201,1705
1706,671202,1706
1707,671203,1707
1708,671204,1708
1709,671205,1709
1710,672101,1710
1711,672102,1711
1712,672103,1712
1713,672104,1713
1714,672105,1714
1715,672106,1715
1716,672201,1716
1717,672202,1717
1718,672203,1718
1719,672204,1719
1720,672205,1720
1721,672206,1721
1722,674301,1722
1723,674302,1723
1724,674303,1724
1725,674304,1725
1726,674305,1726
1727,674401,1727
1728,674402,1728
1729,674403,1729
1730,674404,1730
1731,674405,1731
1732,675301,1732
1733,675302,1733
1734,675303,1734
1735,675304,1735
1736,675305,1736
1737,675401,1737
1738,675402,1738
1739,675403,1739
1740,675404,1740
1741,675405,1741
1742,676101,1742
1743,676102,1743
1744,676103,1744
1745,676104,1745
1746,676105,1746
1747,676106,1747
1748,676107,1748
1749,676201,1749
1750,676202,1750
1751,676203,1751
1752,676204,1752
1753,676205,1753
1754,676206,1754
1755,676207,1755
1756,677101,1756
1757,677102,1757
1758,677103,1758
1759,677201,1759
1760,249403,1760
1761,250101,1761
1762,250102,1762
1763,250103,1763
1764,250201,1764
1765,250202,1765
1766,250203,1766
1767,251101,1767
1768,251102,1768
1769,251201,1769
1770,251202,1770
1771,252101,1771
1772,252102,1772
