,S,N
0,1394,4
1,1393,5
2,1392,13
3,1390,9
4,1389,11
5,1388,6
6,1387,8
7,1386,13
8,1385,15
9,1384,21
10,1383,3
11,1382,9
12,1381,6
13,1380,3
14,1379,1
15,1378,5
16,1377,17
17,1376,14
18,1375,4
19,1374,1
20,1373,10
21,1372,3
22,1371,5
23,1370,9
24,1369,1
25,1368,15
26,1367,28
27,1366,23
28,1365,15
29,1364,16
30,1363,12
31,1362,8
32,1360,1
33,1359,24
34,1358,3
35,1356,22
36,1355,17
37,1354,21
38,1353,26
39,1352,23
40,1351,30
41,1350,23
42,1349,21
43,1348,14
44,1347,15
45,1346,25
46,1345,7
47,1344,16
48,1343,12
49,1341,7
50,1340,11
51,1339,29
52,1338,15
53,1337,14
54,1334,14
55,1333,19
56,1332,3
57,1331,7
58,1330,8
59,1329,3
60,1328,10
61,1327,22
62,1326,8
63,1325,4
64,1324,1
65,1322,7
66,1321,4
67,1320,7
68,1319,1
69,1318,1
70,1317,13
71,1316,3
72,1315,6
73,1314,8
74,1313,15
75,1312,9
76,1311,26
77,1310,32
78,1309,23
79,1308,22
80,1307,11
81,1305,4
82,1304,1
83,1303,3
84,1302,18
85,1301,20
86,1300,27
87,1299,22
88,1297,6
89,1296,5
90,1295,8
91,1294,1
92,1293,20
93,1292,8
94,1291,18
95,1290,9
96,1289,15
97,1288,4
98,1287,15
99,1286,8
100,1285,19
101,1284,15
102,1283,16
103,1281,13
104,1279,19
105,1278,12
106,1277,25
107,1275,12
108,1274,43
109,1273,3
110,1272,2
111,1270,10
112,1269,8
113,1268,13
114,1267,10
115,1266,4
116,1265,17
117,1264,14
118,1263,6
119,1262,20
120,1261,18
121,1260,4
122,1259,8
123,1258,2
124,1257,6
125,1256,3
126,1255,8
127,1254,6
128,1253,31
129,1252,20
130,1251,13
131,1250,17
132,1249,13
133,1248,22
134,1247,14
135,1246,9
136,1245,10
137,1244,1
138,1243,11
139,1242,17
140,1241,26
141,1240,5
142,1239,4
143,1238,4
144,1237,2
145,1236,1
146,1235,2
147,1234,21
148,1232,6
149,1231,24
150,1230,22
151,1229,29
152,1228,21
153,1226,5
154,1225,30
155,1224,34
156,1223,8
157,1222,15
158,1221,9
159,1220,13
160,1219,12
161,1218,25
162,1217,23
163,1216,6
164,1215,21
165,1214,20
166,1213,27
167,1212,22
168,1211,13
169,1210,1
170,1209,8
171,1208,9
172,1207,7
173,1206,6
174,1205,13
175,1204,8
176,1203,22
177,1202,15
178,1201,17
179,1200,3
180,1199,19
181,1198,14
182,1197,6
183,1193,3
184,1192,4
185,1189,5
186,1188,31
187,1187,1
188,1185,12
189,1184,5
190,1181,2
191,1180,2
192,1179,1
193,1177,1
194,1176,1
195,1174,1
196,1173,27
197,1172,8
198,1171,11
199,1170,7
200,1169,4
201,1168,15
202,1167,7
203,1166,1
204,1164,8
205,1163,4
206,1162,25
207,1161,22
208,1160,10
209,1159,7
210,1158,6
211,1157,17
212,1156,27
213,1155,3
214,1154,7
215,1153,8
216,1152,7
217,1151,5
218,1150,6
219,1149,1
220,1148,9
221,1147,21
222,1146,24
223,1143,3
224,1141,2
225,1140,2
226,1139,17
227,1138,9
228,1137,1
229,1136,1
230,1135,4
231,1134,23
232,1133,21
233,1132,27
234,1131,28
235,1130,17
236,1129,35
237,1128,21
238,1127,13
239,1126,23
240,1125,19
241,1124,30
242,1123,17
243,1122,13
244,1121,26
245,1120,19
246,1119,25
247,1118,15
248,1117,12
249,1116,14
250,1115,13
251,1114,21
252,1113,8
253,1112,16
254,1111,2
255,1110,4
256,1109,28
257,1108,1
258,1107,1
259,1106,6
260,1105,17
261,1104,21
262,1103,19
263,1102,31
264,1101,41
265,1100,18
266,1099,22
267,1098,27
268,1097,26
269,1096,3
270,1095,3
271,1094,10
272,1093,18
273,1092,13
274,1091,7
275,1090,18
276,1089,26
277,1088,14
278,1087,23
279,1086,16
280,1085,12
281,1084,1
282,1083,34
283,1082,22
284,1081,11
285,1080,1
286,1079,27
287,1078,28
288,1077,25
289,1076,21
290,1075,7
291,1074,6
292,1073,14
293,1072,11
294,1070,30
295,1069,1
296,1068,7
297,1067,9
298,1066,26
299,1065,17
300,1064,29
301,1063,15
302,1062,18
303,1061,17
304,1060,17
305,1059,11
306,1058,7
307,1057,5
308,1056,21
309,1055,17
310,1054,15
311,1053,7
312,1052,9
313,1051,2
314,1050,1
315,1049,9
316,1048,13
317,1047,11
318,1046,3
319,1045,5
320,1044,16
321,1043,17
322,1042,6
323,1041,21
324,1040,22
325,1039,11
326,1038,15
327,1037,24
328,1036,14
329,1035,7
330,1034,19
331,1033,22
332,1032,19
333,1031,23
334,1030,7
335,1029,26
336,1028,11
337,1027,13
338,1026,7
339,1025,12
340,1024,11
341,1023,10
342,1022,6
343,1021,13
344,1019,16
345,1018,6
346,1017,9
347,1016,1
348,1015,22
349,1014,16
350,1013,23
351,1012,9
352,1011,6
353,1010,18
354,1009,1
355,1008,1
356,1007,2
357,1006,5
358,1005,24
359,1004,2
360,1003,11
361,1002,17
362,1001,27
363,1000,34
364,999,7
365,998,18
366,997,24
367,996,23
368,995,1
369,994,6
370,993,13
371,992,12
372,991,20
373,990,6
374,989,16
375,987,23
376,986,13
377,985,18
378,984,4
379,983,6
380,982,11
381,981,25
382,980,3
383,979,20
384,978,25
385,977,27
386,976,16
387,975,4
388,974,25
389,973,11
390,972,23
391,971,21
392,970,3
393,969,19
394,968,28
395,967,18
396,966,8
397,965,25
398,964,1
399,963,14
400,962,11
401,961,10
402,960,25
403,959,15
404,958,20
405,957,27
406,956,3
407,955,12
408,954,18
409,953,29
410,952,17
411,951,7
412,950,27
413,949,2
414,948,18
415,947,3
416,946,3
417,945,15
418,944,12
419,943,13
420,942,25
421,940,13
422,939,38
423,938,15
424,937,15
425,936,26
426,935,19
427,934,5
428,933,11
429,932,17
430,931,24
431,930,4
432,929,15
433,928,19
434,927,33
435,926,9
436,925,11
437,924,15
438,923,25
439,922,6
440,921,3
441,920,14
442,919,22
443,918,9
444,916,4
445,915,13
446,914,5
447,913,9
448,912,18
449,911,24
450,910,13
451,908,17
452,907,12
453,906,12
454,905,18
455,904,11
456,903,36
457,902,20
458,901,20
459,900,17
460,899,29
461,898,21
462,897,10
463,896,13
464,895,2
465,894,1
466,893,18
467,892,18
468,891,29
469,890,3
470,889,8
471,888,8
472,887,23
473,886,31
474,885,15
475,884,11
476,883,9
477,882,3
