,S,N
0,2938,6
1,2936,1
2,2934,3
3,2933,4
4,2932,4
5,2931,3
6,2930,1
7,2929,3
8,2928,1
9,2927,2
10,2925,3
11,2921,2
12,2915,1
13,2914,3
14,2908,9
15,2907,3
16,2906,1
17,2900,4
18,2897,4
19,2896,1
20,2895,4
21,2894,5
22,2893,9
23,2892,1
24,2886,1
25,2883,1
26,2881,4
27,2879,7
28,2878,4
29,2875,4
30,2868,2
31,2866,3
32,2864,1
33,2857,2
34,2855,8
35,2854,9
36,2853,1
37,2851,12
38,2850,8
39,2849,15
40,2848,10
41,2847,15
42,2846,1
43,2845,2
44,2843,1
45,2838,7
46,2837,4
47,2836,4
48,2835,18
49,2834,2
50,2833,9
51,2832,5
52,2831,5
53,2830,12
54,2829,5
55,2827,1
56,2822,9
57,2821,19
58,2820,21
59,2819,12
60,2818,5
61,2817,1
62,2816,8
63,2815,15
64,2814,10
65,2813,18
66,2812,12
67,2811,6
68,2810,9
69,2809,7
70,2808,3
71,2807,21
72,2806,4
73,2805,4
74,2804,2
75,2803,23
76,2802,17
77,2801,17
78,2800,17
79,2799,2
80,2798,3
81,2797,4
82,2795,1
83,2794,23
84,2793,8
85,2792,1
86,2791,4
87,2790,13
88,2789,14
89,2788,26
90,2787,23
91,2786,4
92,2785,30
93,2784,11
94,2783,31
95,2782,27
96,2781,21
97,2780,5
98,2779,9
99,2778,6
100,2777,13
101,2776,20
102,2775,9
103,2774,14
104,2773,9
105,2772,10
106,2771,1
107,2770,13
108,2769,8
109,2768,20
110,2767,14
111,2766,14
112,2765,9
113,2763,3
114,2762,9
115,2761,1
116,2760,5
117,2759,3
118,2758,2
119,2757,5
120,2756,1
121,2755,17
122,2753,1
123,2752,13
124,2751,2
125,2750,2
126,2749,1
127,2748,4
128,2747,1
129,2746,1
130,2745,15
131,2744,8
132,2743,4
133,2742,11
134,2741,19
135,2739,14
136,2738,10
137,2737,25
138,2736,11
139,2735,17
140,2734,8
141,2733,7
142,2732,1
143,2729,3
144,2727,6
145,2726,7
146,2725,23
147,2724,22
148,2723,16
149,2722,16
150,2721,3
151,2720,10
152,2719,18
153,2718,28
154,2717,7
155,2716,28
156,2714,6
157,2713,3
158,2712,7
159,2711,17
160,2708,1
161,2707,4
162,2706,1
163,2705,7
164,2704,27
165,2703,2
166,2702,1
167,2701,1
168,2700,12
169,2699,17
170,2698,9
171,2697,10
172,2696,23
173,2694,3
174,2693,3
175,2692,3
176,2689,11
177,2688,14
178,2687,7
179,2684,11
180,2683,21
181,2682,15
182,2681,17
183,2680,11
184,2679,24
185,2678,21
186,2677,24
187,2676,19
188,2675,13
189,2674,16
190,2673,22
191,2672,13
192,2671,3
193,2670,20
194,2669,3
195,2668,17
196,2667,17
197,2666,19
198,2663,12
199,2662,12
200,2661,9
201,2660,6
202,2659,14
203,2657,2
