,S,N
0,2938,1
1,2934,1
2,2933,1
3,2932,2
4,2931,1
5,2929,1
6,2925,2
7,2921,2
8,2914,1
9,2908,4
10,2907,1
11,2897,1
12,2894,1
13,2893,1
14,2892,1
15,2878,3
16,2875,1
17,2857,1
18,2855,3
19,2854,2
20,2851,1
21,2849,2
22,2848,3
23,2847,2
24,2838,3
25,2836,1
26,2835,1
27,2834,1
28,2833,2
29,2832,2
30,2831,2
31,2830,3
32,2829,2
33,2822,1
34,2821,5
35,2820,6
36,2819,2
37,2818,1
38,2816,2
39,2815,2
40,2814,3
41,2813,2
42,2812,5
43,2811,1
44,2809,1
45,2808,1
46,2807,2
47,2806,2
48,2805,1
49,2804,1
50,2803,2
51,2802,6
52,2801,4
53,2800,4
54,2799,1
55,2794,6
56,2791,3
57,2790,3
58,2789,2
59,2788,3
60,2787,4
61,2785,6
62,2784,2
63,2783,8
64,2782,7
65,2781,4
66,2780,2
67,2779,2
68,2777,3
69,2776,4
70,2775,1
71,2774,3
72,2773,2
73,2770,4
74,2769,3
75,2768,7
76,2767,3
77,2766,4
78,2765,2
79,2762,1
80,2759,1
81,2757,2
82,2755,6
83,2752,5
84,2748,1
85,2747,1
86,2746,1
87,2745,5
88,2743,1
89,2742,1
90,2741,5
91,2739,1
92,2738,6
93,2737,4
94,2735,1
95,2734,1
96,2733,3
97,2725,2
98,2724,4
99,2723,1
100,2722,5
101,2721,2
102,2720,5
103,2719,2
104,2718,8
105,2717,1
106,2716,7
107,2714,1
108,2712,1
109,2711,4
110,2705,1
111,2704,9
112,2700,2
113,2699,3
114,2698,4
115,2697,1
116,2696,6
117,2694,1
118,2689,4
119,2688,3
120,2687,3
121,2684,2
122,2683,8
123,2682,4
124,2681,6
125,2680,2
126,2679,5
127,2678,4
128,2677,5
129,2676,7
130,2675,1
131,2674,4
132,2673,4
133,2672,2
134,2671,2
135,2670,5
136,2668,5
137,2667,4
138,2666,2
139,2663,4
140,2662,3
141,2660,4
142,2659,3
143,2656,4
144,2655,1
145,2654,5
146,2653,3
147,2652,2
148,2651,5
149,2650,1
150,2649,4
151,2648,8
152,2647,2
153,2646,6
154,2645,2
155,2644,2
156,2643,2
157,2642,4
158,2641,2
159,2640,6
160,2639,5
161,2638,3
162,2633,2
163,2632,1
164,2631,2
165,2630,3
166,2629,4
167,2628,7
168,2627,2
169,2626,7
170,2625,4
171,2624,4
172,2623,1
173,2622,4
174,2621,4
175,2619,1
176,2618,1
177,2617,2
178,2615,1
