,ID,N,S,T
1239,829202,44,169,389
1240,338402,44,50,88
1241,249302,44,225,240
1242,303305,44,85,151
1243,420301,44,51,111
1244,51106,44,89,101
1245,59401,44,141,63
1246,159305,44,75,93
1247,291103,44,124,104
1248,770301,44,62,54
1249,308403,44,148,173
1250,295201,44,135,121
1251,169303,44,318,571
1252,667104,44,1250,925
1253,852201,44,176,253
1254,609302,44,92,61
1255,275103,44,86,69
1256,424401,43,48,49
1257,403302,43,77,90
1258,336302,43,248,256
1259,281201,43,99,133
1260,325204,43,174,509
1261,287103,43,253,254
1262,403402,43,65,99
1263,361401,43,140,159
1264,2003104,43,136,150
1265,670102,43,90,113
1266,169405,43,192,650
1267,150102,43,95,560
1268,232301,43,78,51
1269,90301,43,334,208
1270,240306,43,622,330
1271,143402,43,62,56
1272,223302,43,112,96
1273,22402,43,117,630
1274,781102,43,88,183
1275,242106,43,135,186
1276,189203,43,112,672
1277,247404,43,148,121
1278,457202,42,52,119
1279,601301,42,494,393
1280,276402,42,238,244
1281,333404,42,138,130
1282,243106,42,414,292
1283,843309,42,247,500
1284,684302,42,123,105
1285,240303,42,69,91
1286,311403,42,65,79
1287,257408,42,198,319
1288,155104,42,68,184
1289,174101,42,181,106
1290,303402,42,169,158
1291,490103,42,52,123
1292,532101,42,108,87
1293,505301,42,80,75
1294,708401,42,189,142
1295,145417,42,52,47
1296,420403,42,48,75
1297,350204,42,57,77
1298,393404,42,107,194
1299,430302,42,100,78
1300,746405,42,69,111
1301,426401,41,72,55
1302,741106,41,62,57
1303,267403,41,53,49
1304,145314,41,86,102
1305,64102,41,98,903
1306,360401,41,197,157
1307,761405,41,143,216
1308,814101,41,112,104
1309,188305,41,220,164
1310,829103,41,312,660
1311,228201,41,73,74
1312,277402,41,63,100
1313,307302,41,77,106
1314,81201,41,88,216
1315,145313,41,108,181
1316,872301,41,123,142
1317,317403,41,169,86
1318,118102,41,44,68
1319,415106,41,308,358
1320,49301,41,102,134
1321,634301,40,50,54
1322,446103,40,90,107
1323,792303,40,75,105
1324,140207,40,65,397
1325,222202,40,1057,583
1326,397305,40,105,251
1327,776102,40,99,395
1328,843310,40,83,187
1329,134401,40,59,66
1330,372205,40,53,76
1331,679305,40,72,57
1332,468301,40,84,54
1333,29402,40,61,191
1334,247406,40,156,165
1335,661301,40,52,64
1336,29401,40,214,103
1337,424301,40,48,45
1338,190101,39,204,167
1339,42202,39,268,261
1340,723301,39,58,65
1341,881401,39,147,192
1342,881303,39,291,524
1343,768405,39,51,48
1344,753202,39,43,60
1345,743302,39,48,123
1346,582401,39,47,45
1347,608401,39,46,96
1348,801101,39,48,83
1349,689202,39,46,78
1350,263101,39,53,48
1351,829104,39,458,270
1352,761303,39,154,436
1353,764406,38,64,120
1354,240401,38,125,93
1355,257407,38,330,257
1356,672206,38,299,1091
1357,324202,38,63,52
1358,86115,38,143,139
1359,254101,38,64,53
1360,668202,38,64,102
1361,165104,38,54,68
1362,73405,38,158,190
1363,245204,38,318,729
1364,679301,38,63,100
1365,676103,38,91,453
1366,457201,38,41,91
1367,15202,38,131,219
1368,357202,38,1236,392
1369,843411,38,72,70
1370,708302,38,146,563
1371,829207,38,1952,712
1372,311305,38,56,55
1373,159401,38,112,121
1374,79401,38,290,144
1375,93401,38,271,332
1376,666302,38,72,110
1377,590201,38,196,194
1378,188406,38,105,128
1379,302301,38,93,60
1380,341401,38,921,753
1381,869103,38,83,961
1382,73305,37,181,223
1383,362103,37,75,123
1384,84101,37,114,137
1385,668101,37,102,191
1386,13404,37,530,601
1387,338401,37,64,97
1388,640202,37,72,92
1389,37401,37,241,374
1390,563302,37,185,332
1391,399106,37,53,103
1392,336402,37,144,207
1393,557104,37,677,815
1394,770304,37,123,160
1395,188401,37,67,63
1396,399201,37,39,65
1397,270202,37,88,103
1398,243107,37,95,138
1399,634401,37,41,54
1400,147306,37,2289,766
1401,130304,37,78,105
1402,291204,36,173,135
1403,225101,36,135,135
1404,75101,36,319,351
1405,289102,36,51,42
1406,752401,36,45,50
1407,613105,36,110,54
1408,769111,36,178,125
1409,660301,36,91,909
1410,694101,36,107,247
1411,750202,36,124,106
1412,411205,36,265,421
1413,701202,36,116,275
1414,827406,36,71,73
1415,545401,36,62,51
1416,372208,36,459,211
1417,581401,36,38,40
1418,267402,36,213,57
1419,242204,36,80,143
1420,134402,36,49,112
1421,745107,36,62,105
1422,760102,36,86,169
1423,568404,36,84,91
1424,456202,36,58,58
1425,246201,36,71,393
1426,461201,36,100,94
1427,722101,36,58,54
1428,597301,36,287,195
1429,843413,36,117,102
1430,806201,36,41,49
1431,619302,36,195,94
1432,667201,36,71,383
1433,279202,36,60,100
1434,141401,36,36,97
1435,147406,36,60,99
1436,243105,36,79,86
1437,246203,35,328,730
1438,133309,35,75,54
1439,759203,35,458,114
1440,854101,35,74,112
1441,805402,35,55,89
1442,2003204,35,45,92
1443,551201,35,108,349
1444,240408,35,129,236
1445,437401,35,51,78
1446,305202,35,80,65
1447,143301,35,42,38
1448,527103,35,133,97
1449,745202,35,83,63
1450,252203,35,173,208
1451,387402,35,56,96
1452,159406,34,36,40
1453,783401,34,69,184
1454,683201,34,42,54
1455,805401,34,36,78
1456,532102,34,84,83
1457,348202,34,299,291
1458,541301,34,1257,382
1459,148404,34,165,427
1460,146404,34,38,83
1461,553105,34,49,47
1462,277404,34,173,187
1463,409302,34,173,224
1464,575101,34,47,46
1465,280302,34,59,46
1466,736401,34,36,126
1467,271301,34,117,120
1468,399104,34,645,86
1469,745204,34,57,142
1470,829102,34,93,206
1471,288102,34,83,62
1472,569302,34,44,96
1473,619301,34,40,89
1474,290102,34,351,102
1475,407404,34,403,241
1476,660402,34,47,652
1477,15212,34,357,391
1478,399202,34,37,74
1479,145304,34,53,62
1480,620302,33,69,81
1481,155203,33,63,81
1482,247408,33,114,315
1483,455201,33,89,72
1484,277406,33,79,189
1485,409401,33,98,271
1486,417316,33,256,214
1487,545301,33,66,58
1488,252205,33,1290,984
1489,149401,33,35,43
1490,15111,33,452,402
1491,626102,33,40,60
1492,2004201,33,41,79
1493,397403,33,70,81
1494,397406,33,92,90
1495,418202,33,64,43
1496,253403,33,142,395
1497,25402,33,1320,313
1498,78202,33,63,378
1499,610205,33,43,40
1500,326302,33,61,64
1501,433401,33,400,97
1502,589401,33,134,219
1503,180101,33,147,94
1504,896401,33,109,82
1505,146403,33,68,235
1506,610102,32,53,37
1507,328203,32,104,204
1508,568304,32,42,61
1509,609401,32,63,74
1510,245104,32,78,421
1511,391101,32,493,325
1512,484202,32,74,80
1513,2003205,32,105,66
1514,417302,32,133,111
1515,40302,32,211,642
1516,414402,32,90,82
1517,145307,32,44,157
1518,558204,32,55,112
1519,666404,32,104,90
1520,217203,32,1115,290
1521,350203,32,53,123
1522,291102,32,140,105
1523,703401,32,59,65
1524,144405,32,233,565
1525,223301,32,45,35
1526,187201,32,50,77
1527,227303,32,3511,127
1528,233402,32,291,597
1529,666402,32,58,49
1530,163302,32,58,74
1531,402305,32,63,97
1532,82202,32,50,86
1533,169306,32,79,111
1534,239202,32,210,218
1535,414303,32,49,135
1536,242104,32,81,148
1537,721201,32,46,115
1538,189204,32,55,513
1539,411203,31,329,590
1540,750201,31,91,85
1541,759102,31,144,119
1542,136302,31,195,1107
1543,141301,31,72,61
1544,761401,31,82,506
1545,145405,31,99,148
1546,141406,31,49,114
1547,391201,31,733,434
1548,359102,31,362,613
1549,78101,31,64,149
1550,401102,31,448,174
1551,680402,31,205,180
1552,118202,31,51,87
1553,290101,31,65,65
1554,252202,31,76,67
1555,311302,31,65,65
1556,240405,31,54,89
1557,240404,31,99,121
1558,275204,31,47,53
1559,276303,31,124,253
1560,640102,31,43,54
1561,277302,31,388,131
1562,881403,31,63,452
1563,189105,31,7559,431
1564,243108,31,124,268
1565,232401,31,158,89
1566,420303,31,223,50
1567,496101,31,34,51
1568,139101,30,146,1089
1569,669302,30,757,570
1570,134404,30,449,332
1571,217202,30,597,305
1572,291203,30,62,69
1573,169305,30,67,176
1574,85101,30,187,100
1575,697301,30,98,242
1576,838102,30,63,796
1577,666304,30,37,47
1578,140108,30,69,786
1579,580403,30,34,34
1580,279201,30,179,70
1581,144402,30,92,107
1582,415207,30,61,140
1583,277401,30,31,35
1584,145328,30,91,123
1585,768403,30,116,115
1586,612206,30,58,85
1587,399107,30,38,73
1588,151201,30,52,45
1589,786301,30,955,325
1590,256402,30,39,667
1591,11304,30,758,585
1592,2003206,30,35,38
1593,2003107,30,111,82
1594,893315,30,63,94
1595,481202,30,169,128
1596,865201,30,349,741
1597,17104,30,82,61
1598,566104,30,52,95
1599,62404,30,52,198
1600,133401,30,42,54
1601,378101,30,1268,282
1602,86116,30,58,58
1603,133406,30,164,160
1604,843402,30,70,66
1605,582302,29,32,32
1606,288101,29,77,43
1607,227302,29,177,111
1608,613201,29,2388,47
1609,410403,29,115,72
1610,255304,29,119,215
1611,633401,29,38,46
1612,262401,29,33,33
1613,130302,29,66,52
1614,580304,29,33,39
1615,239102,29,145,422
1616,615403,29,33,55
1617,242206,29,104,109
1618,88401,29,420,757
1619,761302,29,88,66
1620,472402,29,140,126
1621,407405,29,76,105
1622,457103,29,32,84
1623,553203,29,70,44
1624,813405,29,72,174
1625,773202,29,350,319
1626,300101,29,50,86
1627,183302,29,87,161
1628,74201,29,964,332
1629,43103,29,45,37
1630,546101,29,43,76
1631,36407,29,62,199
1632,38205,29,83,315
1633,311303,29,62,64
1634,144404,29,121,208
1635,683101,29,33,36
1636,386101,28,47,68
1637,664201,28,76,263
1638,240307,28,90,117
1639,311406,28,43,43
1640,362204,28,130,104
1641,386102,28,56,50
1642,372207,28,33,33
1643,333304,28,65,101
1644,372108,28,50,49
1645,366201,28,29,29
1646,19401,28,48,71
1647,275102,28,65,60
1648,362101,28,626,107
1649,84201,28,88,319
1650,457101,28,305,76
1651,311306,28,55,49
1652,577402,28,31,37
1653,640203,28,35,94
1654,802301,28,35,46
1655,511201,28,121,129
1656,132203,28,56,60
1657,24305,28,60,111
1658,555302,28,77,150
1659,393403,28,317,127
1660,11404,28,124,210
1661,894401,28,31,41
1662,359204,28,280,535
1663,238101,28,72,46
1664,149301,28,81,46
1665,481101,28,361,140
1666,350101,28,28,45
1667,194101,28,41,47
1668,585301,28,253,182
1669,279103,28,151,119
1670,325203,28,97,149
1671,325102,28,91,172
1672,674402,28,47,126
1673,751202,27,41,117
1674,401204,27,51,50
1675,676104,27,55,170
1676,267302,27,38,34
1677,148402,27,67,231
1678,604301,27,270,231
1679,492102,27,72,71
1680,253304,27,925,419
1681,811401,27,84,84
1682,134403,27,309,189
1683,627401,27,39,128
1684,674303,27,307,183
1685,245203,27,108,328
1686,328105,27,41,74
1687,480401,27,50,133
1688,671103,27,39,166
1689,411204,27,1323,651
1690,519101,27,37,122
1691,819104,27,101,51
1692,819103,27,53,57
1693,765203,27,45,67
1694,813408,27,57,166
1695,36402,27,280,232
1696,174201,27,126,113
1697,641202,27,47,43
1698,829208,27,69,119
1699,239201,27,182,306
1700,659102,27,86,562
1701,707301,27,81,122
1702,704301,27,50,61
1703,144403,27,67,229
1704,746308,26,273,286
1705,768402,26,47,69
1706,189202,26,37,385
1707,228203,26,46,403
1708,89201,26,518,276
1709,280304,26,36,31
1710,792305,26,67,100
1711,415105,26,88,365
1712,641103,26,45,32
1713,481102,26,92,118
1714,610204,26,38,56
1715,679402,26,105,664
1716,278101,26,70,39
1717,775202,26,32,27
1718,668201,26,59,64
1719,414306,26,46,61
1720,456103,26,57,85
1721,169404,26,125,380
1722,406101,26,37,59
1723,723303,26,53,52
1724,881301,26,164,745
1725,240403,26,47,74
1726,133402,26,218,83
1727,465101,26,57,122
1728,838203,26,65,733
1729,385201,26,122,806
1730,145404,26,128,47
1731,246102,26,478,412
1732,549301,26,51,65
1733,26207,25,41,41
1734,118101,25,104,146
1735,544301,25,519,433
1736,120202,25,59,52
1737,496201,25,64,79
1738,27205,25,39,147
1739,73303,25,55,39
1740,819106,25,40,42
1741,446102,25,30,62
1742,794303,25,64,543
1743,829105,25,103,918
1744,531401,25,57,48
1745,23302,25,64,152
1746,811402,25,60,109
1747,657401,25,121,1011
1748,655301,25,36,49
1749,288202,25,75,76
1750,627301,25,56,106
1751,372201,25,29,31
1752,244106,25,53,46
1753,743303,25,27,74
1754,700101,25,69,499
1755,248404,25,26,32
1756,275101,25,33,35
1757,241402,25,44,48
1758,237403,25,272,136
1759,148314,25,239,227
1760,390301,25,47,39
1761,675401,25,41,339
1762,683102,25,83,48
1763,140103,25,77,116
1764,134304,25,41,58
1765,150202,25,36,829
1766,672205,25,44,105
1767,217101,25,57,103
1768,716304,25,411,416
1769,703301,25,32,31
1770,152101,25,44,120
1771,150204,25,86,274
1772,189205,25,68,218
1773,659202,24,112,340
1774,411202,24,73,73
1775,15213,24,765,591
1776,147302,24,295,138
1777,136403,24,1357,948
1778,36401,24,156,177
1779,30301,24,58,342
1780,242203,24,884,267
1781,362102,24,105,85
1782,550402,24,39,55
1783,240402,24,131,135
1784,640103,24,36,38
1785,85201,24,713,461
1786,238201,24,69,233
1787,662301,24,33,27
1788,233303,24,770,576
1789,446203,24,27,51
1790,243104,24,185,137
1791,678301,24,69,38
1792,754103,24,45,145
1793,611101,24,79,75
1794,399105,24,35,77
1795,257330,24,150,150
1796,253402,24,919,511
1797,893409,24,43,103
1798,127201,24,82,191
1799,557203,24,38,79
1800,480303,24,67,167
1801,59302,24,51,49
1802,753102,24,33,97
1803,742401,24,171,207
1804,257426,24,62,117
1805,28404,23,34,157
1806,11303,23,682,382
1807,68401,23,33,59
1808,75102,23,1452,576
1809,140206,23,3694,126
1810,159302,23,24,29
1811,409402,23,70,126
1812,612104,23,34,34
1813,147309,23,50,74
1814,29302,23,40,79
1815,746402,23,31,31
1816,567203,23,48,36
1817,154201,23,42,73
1818,746307,23,39,43
1819,662303,23,65,80
1820,2014301,23,24,62
1821,746409,23,38,281
1822,611205,23,55,72
1823,15201,23,357,247
1824,252101,23,84,76
1825,843302,23,44,58
1826,472301,23,33,78
1827,414404,23,65,177
1828,138202,23,74,688
1829,762305,23,56,359
1830,416301,23,74,89
1831,62303,23,32,43
1832,770406,23,30,73
1833,615313,23,108,109
1834,450401,23,115,100
1835,41103,23,35,35
1836,743304,23,635,105
1837,613102,23,32,42
1838,450301,23,53,39
1839,333402,23,63,81
1840,764403,23,9617,676
1841,745106,23,46,115
1842,786401,23,25,25
1843,563301,23,440,402
1844,267401,23,24,26
1845,41203,22,193,433
1846,679309,22,59,263
1847,415202,22,143,383
1848,678307,22,30,57
1849,159303,22,54,67
1850,120102,22,43,42
1851,546201,22,30,58
1852,671102,22,60,745
1853,256302,22,1236,635
1854,2030301,22,24,25
1855,613107,22,63,67
1856,2014401,22,22,79
1857,12112,22,96,154
1858,610103,22,34,36
1859,615315,22,34,52
1860,615410,22,47,65
1861,873301,22,52,97
1862,14107,22,35,151
1863,620304,22,27,26
1864,15112,22,91,351
1865,626201,22,26,70
1866,267304,22,48,39
1867,640101,22,39,38
1868,843306,22,44,96
1869,47303,22,39,122
1870,24406,22,64,144
1871,228101,22,60,292
1872,659101,22,6543,74
1873,819203,22,26,62
1874,660403,22,92,741
1875,302302,22,39,62
1876,665301,22,51,34
1877,813406,22,6565,1070
1878,813402,22,6383,640
1879,669301,22,250,83
1880,783302,22,68,250
1881,578301,22,25,34
1882,386103,22,39,39
1883,133409,22,37,38
1884,82201,22,355,266
1885,138203,22,86,931
1886,356102,22,48,48
1887,743403,22,24,68
1888,84106,22,184,289
1889,62301,22,32,163
1890,580302,22,33,33
1891,140201,22,30,615
1892,86101,22,241,65
1893,410301,22,69,53
1894,188306,21,106,51
1895,827402,21,154,182
1896,406102,21,1064,931
1897,420402,21,29,41
1898,446202,21,34,47
1899,662302,21,52,131
1900,237302,21,151,138
1901,218101,21,200,87
1902,28405,21,38,49
1903,437301,21,28,103
1904,435201,21,66,62
1905,91303,21,34,148
1906,221102,21,73,57
1907,813401,21,54,600
1908,140204,21,45,984
1909,399204,21,25,48
1910,359202,21,31,38
1911,2003106,21,56,43
1912,173405,21,47,105
1913,278201,21,64,95
1914,410402,21,88,84
1915,242105,21,39,145
1916,598201,21,32,73
1917,40402,21,112,302
1918,125104,21,57,396
1919,265202,21,79,84
1920,786403,21,33,87
1921,680301,21,29,31
1922,250102,21,674,1014
1923,322101,21,23,36
1924,678402,21,79,48
1925,394401,21,147,266
1926,86106,21,87,50
1927,326402,21,28,93
1928,328103,21,37,61
1929,456203,21,60,43
1930,99301,21,26,24
1931,275203,21,45,55
1932,676205,21,56,191
1933,490102,20,29,85
1934,247405,20,45,146
1935,15110,20,97,109
1936,400404,20,38,59
1937,290201,20,43,69
1938,392101,20,27,23
1939,252104,20,3704,1130
1940,559301,20,42,46
1941,615411,20,48,67
1942,223402,20,28,39
1943,615312,20,237,115
1944,277403,20,221,364
1945,225202,20,60,64
1946,84105,20,111,133
1947,566101,20,21,20
1948,133308,20,70,34
1949,280403,20,21,30
1950,763101,20,9905,758
1951,84205,20,507,693
1952,374201,20,33,28
1953,407304,20,338,431
1954,38203,20,55,112
1955,59402,20,82,50
1956,687402,20,25,30
1957,687403,20,24,24
1958,62304,20,64,71
1959,751103,20,28,52
1960,119201,20,49,165
1961,145406,20,86,56
1962,165202,20,35,38
1963,166101,20,29,21
1964,173303,20,64,359
1965,142401,20,26,29
1966,173401,20,21,48
1967,676106,20,41,340
1968,2030401,20,21,22
1969,255406,20,89,197
1970,36306,20,44,326
1971,527202,20,34,69
1972,678401,20,89,47
1973,129201,20,7417,996
1974,125105,20,35,330
1975,254104,20,52,42
1976,359104,20,40,33
1977,787401,19,38,326
1978,620402,19,25,58
1979,133316,19,44,210
1980,758301,19,26,50
1981,746407,19,87,457
1982,472403,19,62,119
1983,761304,19,61,706
1984,273201,19,29,40
1985,859101,19,24,27
1986,273101,19,248,87
1987,39201,19,87,87
1988,461101,19,32,59
1989,456201,19,25,47
1990,761404,19,98,134
1991,480403,19,26,24
1992,468402,19,32,32
1993,402302,19,36,33
1994,328205,19,79,89
1995,676105,19,37,168
1996,401206,19,189,52
1997,680302,19,24,43
1998,133410,19,35,39
1999,599301,19,37,39
2000,251202,19,1047,657
2001,290202,19,41,39
2002,687303,19,24,19
2003,641204,19,25,35
2004,25405,19,64,165
2005,582402,19,25,29
2006,182401,19,41,44
2007,176401,19,20,22
2008,26208,19,22,51
2009,36405,19,82,169
2010,144401,19,34,32
2011,418205,19,33,37
2012,248306,19,68,39
2013,190202,19,56,49
2014,662304,19,81,169
2015,311401,19,91,60
2016,257322,19,28,48
2017,672101,19,27,343
2018,611206,19,51,84
2019,693401,19,34,35
2020,344101,19,405,273
2021,764402,19,51,179
2022,89103,19,81,78
2023,406202,19,240,857
2024,82204,19,57,402
2025,881405,19,391,1110
2026,764302,19,23,40
2027,615311,19,22,76
2028,90302,18,41,38
2029,86214,18,81,56
2030,610105,18,28,78
2031,611106,18,66,181
2032,386201,18,21,28
2033,252103,18,105,182
2034,900401,18,24,76
2035,130407,18,20,37
2036,132106,18,27,84
2037,747302,18,510,70
2038,615310,18,35,62
2039,415108,18,361,60
2040,257425,18,206,155
2041,693301,18,24,111
2042,289101,18,23,18
2043,221104,18,106,56
2044,11302,18,142,162
2045,141405,18,3692,68
2046,708402,18,70,499
2047,558201,18,198,61
2048,145308,18,38,52
2049,317303,18,48,116
2050,139103,18,32,442
2051,682401,18,20,33
2052,550404,18,242,77
2053,148403,18,216,317
2054,147303,18,69,160
2055,331301,18,47,56
2056,147308,18,52,57
2057,43101,18,19,22
2058,287203,18,67,112
2059,433301,18,34,86
2060,232403,18,22,26
2061,829108,18,84,244
2062,859201,18,24,22
2063,133404,18,80,134
2064,262403,18,214,121
2065,466301,18,105,78
2066,843311,18,29,28
2067,138104,18,51,331
2068,762306,18,54,197
2069,764301,18,27,28
2070,764306,18,27,235
2071,372105,18,21,27
2072,838208,18,38,423
2073,22302,18,2192,639
2074,147405,18,26,252
2075,233302,18,159,528
2076,154102,18,59,120
2077,2003207,17,28,25
2078,813302,17,61,111
2079,662404,17,39,37
2080,708403,17,92,280
2081,754101,17,27,29
2082,553101,17,31,20
2083,864404,17,102,140
2084,3517403,17,61,59
2085,372202,17,35,28
2086,279104,17,85,42
2087,417404,17,35,73
2088,11403,17,289,234
2089,415205,17,97,247
2090,139202,17,39,680
2091,155103,17,22,42
2092,159306,17,47,89
2093,395402,17,61,55
2094,169302,17,25,550
2095,188304,17,20,34
2096,338301,17,19,37
2097,197101,17,31,24
2098,228102,17,89,542
2099,417411,17,25,82
2100,276403,17,50,53
2101,82105,17,33,91
2102,129202,17,51,1027
2103,240302,17,54,31
2104,244102,17,71,489
2105,125207,17,78,61
2106,245105,17,87,168
2107,18401,17,47,220
2108,20101,17,36,58
2109,86209,17,26,54
2110,125202,17,337,365
2111,15208,17,55,187
2112,103201,17,20,24
2113,145419,16,17,19
2114,527203,16,63,78
2115,411102,16,106,339
2116,676203,16,34,223
2117,57302,16,90,91
2118,746310,16,38,27
2119,240305,16,23,35
2120,641102,16,20,19
2121,896301,16,17,27
2122,716403,16,24,80
2123,553205,16,18,20
2124,129203,16,17230,525
2125,402303,16,358,41
2126,287204,16,56,40
2127,146405,16,28,32
2128,227304,16,76,82
2129,593203,16,215,134
2130,139203,16,75,1153
2131,671201,16,24,653
2132,407305,16,66,31
2133,674302,16,49,151
2134,24404,16,340,191
2135,233403,16,187,402
2136,672203,16,32,220
2137,136303,16,73,413
2138,655401,16,84,80
2139,412303,16,50,107
2140,598101,16,155,81
2141,26201,16,21,47
2142,196201,16,32,38
2143,399203,16,25,53
2144,682301,16,21,22
2145,253302,16,284,605
2146,173404,16,7031,59
2147,843409,16,285,141
2148,752402,16,27,40
2149,687302,16,24,24
2150,385202,16,97,198
2151,133305,16,45,57
2152,749407,16,61,83
2153,678304,16,76,33
2154,107101,16,31,20
2155,619402,16,164,78
2156,550302,16,24,30
2157,615402,16,35,52
2158,145412,16,167,100
2159,754207,16,20,111
2160,620303,16,19,64
2161,662402,16,38,132
2162,356202,16,185,61
2163,125101,16,58,64
2164,64202,15,21,814
2165,279102,15,197,62
2166,279204,15,32,75
2167,378201,15,65,62
2168,196101,15,45,28
2169,17102,15,59,164
2170,169406,15,24,548
2171,333301,15,19,26
2172,776204,15,32,165
2173,188307,15,72,67
2174,189104,15,27,283
2175,295101,15,68,63
2176,165204,15,15,30
2177,660302,15,62,563
2178,197202,15,34,34
2179,189206,15,28,61
2180,328204,15,43,75
2181,51103,15,23,43
2182,149402,15,27,38
2183,257430,15,111,144
2184,675403,15,63,700
2185,145414,15,253,363
2186,147410,15,35,71
2187,749302,15,28,54
2188,38102,15,83,398
2189,687401,15,29,21
2190,250202,15,5205,984
2191,248305,15,20,19
2192,86205,15,24,47
2193,676207,15,30,244
2194,760201,15,67,48
2195,452301,15,56,269
2196,446201,15,16,30
2197,864403,15,39,36
2198,900301,15,18,57
2199,82104,15,23,380
2200,556101,15,257,165
2201,869204,15,50,159
2202,769101,15,18,18
2203,569402,15,25,44
2204,130402,15,94,214
2205,675305,15,52,565
2206,280303,14,19,28
2207,252106,14,31,62
2208,666303,14,59,30
2209,582301,14,16,14
2210,119101,14,44,213
2211,615413,14,21,72
2212,255302,14,1086,86
2213,366102,14,22,25
2214,814202,14,59,36
2215,249303,14,26,48
2216,747405,14,17,26
2217,765202,14,48,95
2218,829203,14,182,814
2219,247302,14,53,144
2220,290103,14,99,32
2221,86121,14,167,163
2222,813306,14,50,835
2223,24302,14,31,39
2224,687301,14,25,39
2225,322201,14,34,53
2226,746401,14,18,19
2227,762403,14,20,286
2228,221103,14,23,20
2229,575201,14,15,19
2230,361402,14,23,50
2231,145432,14,32,255
2232,704402,14,25,26
2233,794404,14,41,226
2234,790203,14,14,16
2235,670101,14,38,279
2236,775101,14,25,58
2237,567204,14,21,34
2238,392201,14,42,66
2239,138103,14,97,506
2240,159405,14,31,29
2241,869202,14,30,1055
2242,693302,14,24,27
2243,401104,14,23,40
2244,776103,14,79,486
2245,410404,14,33,42
2246,676101,14,32,72
2247,676102,14,80,275
2248,51202,14,27,44
2249,402404,14,16,46
2250,2029102,14,31,25
2251,247305,13,33,61
2252,600402,13,31,41
2253,466401,13,48,103
2254,683202,13,46,33
2255,86216,13,27,37
2256,228104,13,22,20
2257,146303,13,25,125
2258,228204,13,487,575
2259,641203,13,27,17
2260,611204,13,14,58
2261,245103,13,942,590
2262,761402,13,15,745
2263,244104,13,27,45
2264,240308,13,22,37
2265,641101,13,17,18
2266,518201,13,13,36
2267,2014402,13,181,70
2268,764405,13,48,320
2269,256403,13,64,504
2270,463302,13,16,37
2271,893401,13,24,26
2272,2003101,13,21,31
2273,140202,13,27,604
2274,27203,13,26,72
2275,77101,13,130,169
2276,148304,13,59,914
2277,21402,13,630,371
2278,610101,13,15,15
2279,15214,13,98,445
2280,745105,13,24,134
2281,615405,13,21,126
2282,133310,13,40,24
2283,580301,13,29,39
2284,752302,13,30,23
2285,28403,13,104,125
2286,148302,13,44,50
2287,350103,13,30,73
2288,165102,13,52,52
2289,433402,13,59,76
2290,57401,13,23,30
2291,328101,13,48,29
2292,182301,13,17,17
2293,62401,13,20,25
2294,255306,13,40,23
2295,180201,13,33,54
2296,401205,13,15,36
2297,749402,13,28,44
2298,145411,13,64,61
2299,678407,12,369,184
2300,679304,12,17,15
2301,417416,12,33,32
2302,746406,12,25,93
2303,749405,12,17,22
2304,244204,12,25,41
2305,749306,12,48,53
2306,145331,12,40,44
2307,243109,12,29,249
2308,37305,12,2525,509
2309,615303,12,23,46
2310,814201,12,13,57
2311,615302,12,14,16
2312,613101,12,16,12
2313,753103,12,21,20
2314,125201,12,120,55
2315,893316,12,20,366
2316,814102,12,129,85
2317,144308,12,55,104
2318,550303,12,29,42
2319,701201,12,77,201
2320,884401,12,98,98
2321,802401,12,13,37
2322,754102,12,235,109
2323,91403,12,51,168
2324,372209,12,45,378
2325,136304,12,213,40
2326,57402,12,86,105
2327,813308,12,29,415
2328,86107,12,288,20
2329,531301,12,22,30
2330,738101,12,12,18
2331,133418,12,29,24
2332,671101,12,80,252
2333,221204,12,13,22
2334,302403,12,29,32
2335,26104,12,32,26
2336,566202,12,21,61
2337,357102,12,120,443
2338,228103,12,46,48
2339,132205,12,37,41
2340,67402,12,15,70
2341,133317,12,30,35
2342,37303,12,76,119
2343,186201,12,18,18
2344,133313,12,39,70
2345,386203,12,343,45
2346,176301,12,17,13
2347,15216,12,71,265
2348,773102,12,69,174
2349,786306,12,17,82
2350,238103,12,349,76
2351,869203,12,21,483
2352,262304,12,37,50
2353,843416,12,23,27
2354,418207,12,14,57
2355,150104,12,24,344
2356,829106,12,3438,1009
2357,150103,12,45,992
2358,843415,12,58,49
2359,155201,11,20,342
2360,148401,11,50,157
2361,716301,11,192,77
2362,241303,11,40,22
2363,143302,11,18,36
2364,244103,11,25,82
2365,129103,11,31,664
2366,145431,11,70,76
2367,741204,11,24,47
2368,144305,11,25,45
2369,667202,11,52,188
2370,243202,11,21,113
2371,667102,11,42,63
2372,15211,11,49,149
2373,869104,11,16,399
2374,133411,11,137,30
2375,145326,11,19,33
2376,657301,11,6537,919
2377,197102,11,20,23
2378,15116,11,14,40
2379,133301,11,22,21
2380,237402,11,91,216
2381,659201,11,14,71
2382,159402,11,25,25
2383,152201,11,51,142
2384,130404,11,42,55
2385,145301,11,14,12
2386,15101,11,26,367
2387,754201,11,11,21
2388,553103,11,13,17
2389,39112,11,17,161
2390,372210,11,37,92
2391,86218,11,11,18
2392,593104,11,26,50
2393,762405,11,27,726
2394,593102,11,47,81
2395,62403,11,37,34
2396,27102,11,367,74
2397,556201,11,16,59
2398,580402,11,18,14
